"","year","iso3c","co2_emissions","cumulative_co2"
"9920",2015,"NGA",113.47,3301.634
"9921",2016,"NGA",115.821,3417.455
"9922",2017,"NGA",114.043,3531.498
"9923",2018,"NGA",127.928,3659.426
"9924",2019,"NGA",130.104,3789.53
"9925",2020,"NGA",125.463,3914.993
"9926",1943,"NIC",0.007,0.007
"9927",1944,"NIC",0.004,0.011
"9928",1945,"NIC",0.007,0.018
"9929",1946,"NIC",0.004,0.022
"9930",1947,"NIC",0.007,0.029
"9931",1948,"NIC",0.007,0.036
"9932",1949,"NIC",0.007,0.043
"9933",1950,"NIC",0.19,0.233
"9934",1951,"NIC",0.201,0.434
"9935",1952,"NIC",0.275,0.709
"9936",1953,"NIC",0.286,0.995
"9937",1954,"NIC",0.315,1.31
"9938",1955,"NIC",0.392,1.702
"9939",1956,"NIC",0.377,2.079
"9940",1957,"NIC",0.418,2.497
"9941",1958,"NIC",0.601,3.098
"9942",1959,"NIC",0.48,3.578
"9943",1960,"NIC",0.531,4.109
"9944",1961,"NIC",0.56,4.669
"9945",1962,"NIC",0.659,5.328
"9946",1963,"NIC",0.843,6.171
"9947",1964,"NIC",0.949,7.12
"9948",1965,"NIC",0.78,7.9
"9949",1966,"NIC",0.96,8.86
"9950",1967,"NIC",1.08,9.94
"9951",1968,"NIC",1.231,11.171
"9952",1969,"NIC",1.286,12.457
"9953",1970,"NIC",1.403,13.86
"9954",1971,"NIC",1.505,15.365
"9955",1972,"NIC",1.604,16.969
"9956",1973,"NIC",1.828,18.797
"9957",1974,"NIC",1.948,20.745
"9958",1975,"NIC",1.927,22.672
"9959",1976,"NIC",2.222,24.894
"9960",1977,"NIC",2.833,27.727
"9961",1978,"NIC",2.627,30.354
"9962",1979,"NIC",1.709,32.063
"9963",1980,"NIC",2.022,34.085
"9964",1981,"NIC",2.135,36.22
"9965",1982,"NIC",2.111,38.331
"9966",1983,"NIC",1.997,40.328
"9967",1984,"NIC",1.846,42.174
"9968",1985,"NIC",1.985,44.159
"9969",1986,"NIC",2.256,46.415
"9970",1987,"NIC",2.431,48.846
"9971",1988,"NIC",2.24,51.086
"9972",1989,"NIC",1.468,52.554
"9973",1990,"NIC",2.044,54.598
"9974",1991,"NIC",1.986,56.584
"9975",1992,"NIC",2.373,58.957
"9976",1993,"NIC",2.282,61.239
"9977",1994,"NIC",2.518,63.757
"9978",1995,"NIC",2.755,66.512
"9979",1996,"NIC",2.847,69.359
"9980",1997,"NIC",3.114,72.473
"9981",1998,"NIC",3.393,75.866
"9982",1999,"NIC",3.597,79.463
"9983",2000,"NIC",3.721,83.184
"9984",2001,"NIC",3.922,87.106
"9985",2002,"NIC",3.99,91.096
"9986",2003,"NIC",4.335,95.431
"9987",2004,"NIC",4.378,99.809
"9988",2005,"NIC",4.27,104.079
"9989",2006,"NIC",4.418,108.497
"9990",2007,"NIC",4.551,113.048
"9991",2008,"NIC",4.366,117.414
"9992",2009,"NIC",4.445,121.859
"9993",2010,"NIC",4.468,126.327
"9994",2011,"NIC",4.806,131.133
"9995",2012,"NIC",4.546,135.679
"9996",2013,"NIC",4.616,140.295
"9997",2014,"NIC",4.756,145.051
"9998",2015,"NIC",5.43,150.481
"9999",2016,"NIC",5.383,155.864
"10000",2017,"NIC",5.504,161.368
"10001",2018,"NIC",5.281,166.649
"10002",2019,"NIC",5.673,172.322
"10003",2020,"NIC",5.074,177.396
"10004",1970,"NIU",0.004,0.004
"10005",1971,"NIU",0.004,0.008
"10006",1972,"NIU",0.004,0.012
"10007",1973,"NIU",0.004,0.016
"10008",1974,"NIU",0.004,0.02
"10009",1975,"NIU",0.004,0.024
"10010",1976,"NIU",0.004,0.028
"10011",1977,"NIU",0.004,0.032
"10012",1978,"NIU",0.004,0.036
"10013",1979,"NIU",0.004,0.04
"10014",1980,"NIU",0.004,0.044
"10015",1981,"NIU",0.004,0.048
"10016",1982,"NIU",0.004,0.052
"10017",1983,"NIU",0.004,0.056
"10018",1984,"NIU",0.004,0.06
"10019",1985,"NIU",0.004,0.064
"10020",1986,"NIU",0.004,0.068
"10021",1987,"NIU",0.004,0.072
